id,year,year_treated,time_to_treatment,treated,y
E07000040,2005,1000,-1000,0,23.9
E07000040,2006,1000,-1000,0,23.4
E07000040,2007,1000,-1000,0,23.6
E07000040,2008,1000,-1000,0,24.4
E07000040,2009,1000,-1000,0,25.2
E07000040,2010,1000,-1000,0,26
E07000040,2011,1000,-1000,0,26.6
E07000040,2012,1000,-1000,0,27.5
E07000040,2013,1000,-1000,0,27.8
E07000040,2014,1000,-1000,0,27.6
E07000040,2015,1000,-1000,0,27.3
E07000040,2016,1000,-1000,0,27.8
E07000040,2017,1000,-1000,0,29.2
E07000040,2018,1000,-1000,0,30.7
E07000040,2019,1000,-1000,0,33.1
E07000040,2020,1000,-1000,0,35.3
E07000040,2021,1000,-1000,0,37.3
E07000040,2022,1000,-1000,0,38.1
E07000041,2004,1000,-1000,0,24.9
E07000041,2005,1000,-1000,0,24.7
E07000041,2006,1000,-1000,0,26.6
E07000041,2007,1000,-1000,0,27.9
E07000041,2008,1000,-1000,0,28.7
E07000041,2009,1000,-1000,0,29
E07000041,2010,1000,-1000,0,29.5
E07000041,2011,1000,-1000,0,30.5
E07000041,2012,1000,-1000,0,31.4
E07000041,2013,1000,-1000,0,31.7
E07000041,2014,1000,-1000,0,31.7
E07000041,2015,1000,-1000,0,32.7
E07000041,2016,1000,-1000,0,34
E07000041,2017,1000,-1000,0,35.2
E07000041,2018,1000,-1000,0,35.4
E07000041,2019,1000,-1000,0,36.2
E07000041,2020,1000,-1000,0,37.2
E07000041,2021,1000,-1000,0,38.7
E07000041,2022,1000,-1000,0,39.4
E07000042,2004,1000,-1000,0,18.3
E07000042,2005,1000,-1000,0,18.3
E07000042,2006,1000,-1000,0,19.5
E07000042,2007,1000,-1000,0,20.2
E07000042,2008,1000,-1000,0,20.8
E07000042,2009,1000,-1000,0,20.7
E07000042,2010,1000,-1000,0,20.8
E07000042,2011,1000,-1000,0,20.9
E07000042,2012,1000,-1000,0,21.2
E07000042,2013,1000,-1000,0,21.2
E07000042,2014,1000,-1000,0,20.9
E07000042,2015,1000,-1000,0,20.8
E07000042,2016,1000,-1000,0,21.7
E07000042,2017,1000,-1000,0,23.7
E07000042,2018,1000,-1000,0,26
E07000042,2019,1000,-1000,0,27.9
E07000042,2020,1000,-1000,0,29
E07000042,2021,1000,-1000,0,30
E07000042,2022,1000,-1000,0,30.5
E07000043,2004,1000,-1000,0,21.1
E07000043,2005,1000,-1000,0,21.1
E07000043,2006,1000,-1000,0,22.3
E07000043,2007,1000,-1000,0,23.2
E07000043,2008,1000,-1000,0,24.1
E07000043,2009,1000,-1000,0,24.3
E07000043,2010,1000,-1000,0,24.2
E07000043,2011,1000,-1000,0,24.1
E07000043,2012,1000,-1000,0,24.3
E07000043,2013,1000,-1000,0,24.4
E07000043,2014,1000,-1000,0,25.2
E07000043,2015,1000,-1000,0,26
E07000043,2016,1000,-1000,0,26.8
E07000043,2017,1000,-1000,0,26.7
E07000043,2018,1000,-1000,0,27.4
E07000043,2019,1000,-1000,0,28.9
E07000043,2020,1000,-1000,0,31.2
E07000043,2021,1000,-1000,0,32.9
E07000043,2022,1000,-1000,0,33.7
E07000044,2004,1000,-1000,0,23.8
E07000044,2005,1000,-1000,0,23.7
E07000044,2006,1000,-1000,0,24.7
E07000044,2007,1000,-1000,0,25.2
E07000044,2008,1000,-1000,0,25.6
E07000044,2009,1000,-1000,0,25.7
E07000044,2010,1000,-1000,0,25.8
E07000044,2011,1000,-1000,0,25.9
E07000044,2012,1000,-1000,0,26.4
E07000044,2013,1000,-1000,0,27.3
E07000044,2014,1000,-1000,0,28.3
E07000044,2015,1000,-1000,0,29
E07000044,2016,1000,-1000,0,29.1
E07000044,2017,1000,-1000,0,29.1
E07000044,2018,1000,-1000,0,29.4
E07000044,2019,1000,-1000,0,30.4
E07000044,2020,1000,-1000,0,31.8
E07000044,2021,1000,-1000,0,33.2
E07000044,2022,1000,-1000,0,34
E07000045,2004,1000,-1000,0,19.9
E07000045,2005,1000,-1000,0,19.8
E07000045,2006,1000,-1000,0,20.7
E07000045,2007,1000,-1000,0,20.9
E07000045,2008,1000,-1000,0,21.1
E07000045,2009,1000,-1000,0,21.1
E07000045,2010,1000,-1000,0,21.4
E07000045,2011,1000,-1000,0,21.3
E07000045,2012,1000,-1000,0,21.7
E07000045,2013,1000,-1000,0,22.5
E07000045,2014,1000,-1000,0,24
E07000045,2015,1000,-1000,0,25.1
E07000045,2016,1000,-1000,0,26
E07000045,2017,1000,-1000,0,26.8
E07000045,2018,1000,-1000,0,27.4
E07000045,2019,1000,-1000,0,27.8
E07000045,2020,1000,-1000,0,28.6
E07000045,2021,1000,-1000,0,29.9
E07000045,2022,1000,-1000,0,31
E07000046,2004,1000,-1000,0,20.9
E07000046,2005,1000,-1000,0,20.6
E07000046,2006,1000,-1000,0,22.2
E07000046,2007,1000,-1000,0,22.3
E07000046,2008,1000,-1000,0,21.5
E07000046,2009,1000,-1000,0,20.7
E07000046,2010,1000,-1000,0,20.7
E07000046,2011,1000,-1000,0,21
E07000046,2012,1000,-1000,0,21.5
E07000046,2013,1000,-1000,0,21.9
E07000046,2014,1000,-1000,0,22.8
E07000046,2015,1000,-1000,0,23.5
E07000046,2016,1000,-1000,0,24.2
E07000046,2017,1000,-1000,0,24.5
E07000046,2018,1000,-1000,0,24.5
E07000046,2019,1000,-1000,0,24.3
E07000046,2020,1000,-1000,0,24.7
E07000046,2021,1000,-1000,0,25.7
E07000046,2022,1000,-1000,0,26.5
E07000047,2004,1000,-1000,0,17.2
E07000047,2005,1000,-1000,0,17.2
E07000047,2006,1000,-1000,0,17.7
E07000047,2007,1000,-1000,0,18.2
E07000047,2008,1000,-1000,0,18.6
E07000047,2009,1000,-1000,0,19.2
E07000047,2010,1000,-1000,0,20.2
E07000047,2011,1000,-1000,0,21.4
E07000047,2012,1000,-1000,0,21.7
E07000047,2013,1000,-1000,0,21.5
E07000047,2014,1000,-1000,0,21
E07000047,2015,1000,-1000,0,20.8
E07000047,2016,1000,-1000,0,21.3
E07000047,2017,1000,-1000,0,22.4
E07000047,2018,1000,-1000,0,23.8
E07000047,2019,1000,-1000,0,24.6
E07000047,2020,1000,-1000,0,24.5
E07000047,2021,1000,-1000,0,23.9
E07000047,2022,1000,-1000,0,23.3
E07000061,2004,1000,-1000,0,19.5
E07000061,2005,1000,-1000,0,19.4
E07000061,2006,1000,-1000,0,20.5
E07000061,2007,1000,-1000,0,21.4
E07000061,2008,1000,-1000,0,22
E07000061,2009,1000,-1000,0,22.7
E07000061,2010,1000,-1000,0,22.9
E07000061,2011,1000,-1000,0,22.9
E07000061,2012,1000,-1000,0,22.5
E07000061,2013,1000,-1000,0,22.4
E07000061,2014,1000,-1000,0,23.2
E07000061,2015,1000,-1000,0,24.1
E07000061,2016,1000,-1000,0,25.2
E07000061,2017,1000,-1000,0,25.7
E07000061,2018,1000,-1000,0,27
E07000061,2019,1000,-1000,0,29
E07000061,2020,1000,-1000,0,30.7
E07000061,2021,1000,-1000,0,31.2
E07000061,2022,1000,-1000,0,30.9
E07000062,2004,1000,-1000,0,18.9
E07000062,2005,1000,-1000,0,18.8
E07000062,2006,1000,-1000,0,19.4
E07000062,2007,1000,-1000,0,20.5
E07000062,2008,1000,-1000,0,22
E07000062,2009,1000,-1000,0,23
E07000062,2010,1000,-1000,0,23
E07000062,2011,1000,-1000,0,22.4
E07000062,2012,1000,-1000,0,22
E07000062,2013,1000,-1000,0,22.4
E07000062,2014,1000,-1000,0,23.5
E07000062,2015,1000,-1000,0,24.5
E07000062,2016,1000,-1000,0,25.5
E07000062,2017,1000,-1000,0,25.8
E07000062,2018,1000,-1000,0,26.6
E07000062,2019,1000,-1000,0,27.8
E07000062,2020,1000,-1000,0,29.6
E07000062,2021,1000,-1000,0,30.8
E07000062,2022,1000,-1000,0,31.4
E07000063,2004,1000,-1000,0,20.4
E07000063,2005,1000,-1000,0,20.2
E07000063,2006,1000,-1000,0,22
E07000063,2007,1000,-1000,0,22.7
E07000063,2008,1000,-1000,0,22.8
E07000063,2009,1000,-1000,0,22.6
E07000063,2010,1000,-1000,0,22.6
E07000063,2011,1000,-1000,0,22.9
E07000063,2012,1000,-1000,0,23.1
E07000063,2013,1000,-1000,0,23.3
E07000063,2014,1000,-1000,0,23.7
E07000063,2015,1000,-1000,0,24.4
E07000063,2016,1000,-1000,0,25.4
E07000063,2017,1000,-1000,0,26.3
E07000063,2018,1000,-1000,0,27.6
E07000063,2019,1000,-1000,0,28.9
E07000063,2020,1000,-1000,0,31.1
E07000063,2021,1000,-1000,0,32.3
E07000063,2022,1000,-1000,0,33.1
E07000064,2004,1000,-1000,0,20
E07000064,2005,1000,-1000,0,20
E07000064,2006,1000,-1000,0,20
E07000064,2007,1000,-1000,0,19.8
E07000064,2008,1000,-1000,0,19.5
E07000064,2009,1000,-1000,0,19.5
E07000064,2010,1000,-1000,0,19.9
E07000064,2011,1000,-1000,0,20.4
E07000064,2012,1000,-1000,0,20.7
E07000064,2013,1000,-1000,0,20.8
E07000064,2014,1000,-1000,0,21.3
E07000064,2015,1000,-1000,0,22.2
E07000064,2016,1000,-1000,0,23.6
E07000064,2017,1000,-1000,0,24.6
E07000064,2018,1000,-1000,0,25.9
E07000064,2019,1000,-1000,0,26.9
E07000064,2020,1000,-1000,0,28.3
E07000064,2021,1000,-1000,0,28.7
E07000064,2022,1000,-1000,0,28.9
E07000065,2004,1000,-1000,0,21.3
E07000065,2005,1000,-1000,0,21.4
E07000065,2006,1000,-1000,0,21.1
E07000065,2007,1000,-1000,0,21.5
E07000065,2008,1000,-1000,0,21.8
E07000065,2009,1000,-1000,0,22.2
E07000065,2010,1000,-1000,0,22.1
E07000065,2011,1000,-1000,0,22
E07000065,2012,1000,-1000,0,22
E07000065,2013,1000,-1000,0,22.5
E07000065,2014,1000,-1000,0,23.4
E07000065,2015,1000,-1000,0,24.2
E07000065,2016,1000,-1000,0,24.8
E07000065,2017,1000,-1000,0,25.1
E07000065,2018,1000,-1000,0,26.3
E07000065,2019,1000,-1000,0,28.2
E07000065,2020,1000,-1000,0,31.1
E07000065,2021,1000,-1000,0,33
E07000065,2022,1000,-1000,0,33.9
E07000066,2004,1000,-1000,0,29
E07000066,2005,1000,-1000,0,28.8
E07000066,2006,1000,-1000,0,30.4
E07000066,2007,1000,-1000,0,31.1
E07000066,2008,1000,-1000,0,31.8
E07000066,2009,1000,-1000,0,32.2
E07000066,2010,1000,-1000,0,33.2
E07000066,2011,1000,-1000,0,34.4
E07000066,2012,1000,-1000,0,36
E07000066,2013,1000,-1000,0,36.9
E07000066,2014,1000,-1000,0,36.8
E07000066,2015,1000,-1000,0,36.2
E07000066,2016,1000,-1000,0,36.2
E07000066,2017,1000,-1000,0,36.9
E07000066,2018,1000,-1000,0,38.3
E07000066,2019,1000,-1000,0,39.9
E07000066,2020,1000,-1000,0,41.8
E07000066,2021,1000,-1000,0,43.7
E07000066,2022,1000,-1000,0,44.9
E07000067,2004,1000,-1000,0,22.5
E07000067,2005,1000,-1000,0,22.3
E07000067,2006,1000,-1000,0,23.4
E07000067,2007,1000,-1000,0,24.1
E07000067,2008,1000,-1000,0,25.2
E07000067,2009,1000,-1000,0,26.1
E07000067,2010,1000,-1000,0,26.9
E07000067,2011,1000,-1000,0,27
E07000067,2012,1000,-1000,0,27.1
E07000067,2013,1000,-1000,0,27.2
E07000067,2014,1000,-1000,0,27.9
E07000067,2015,1000,-1000,0,29.8
E07000067,2016,1000,-1000,0,32.3
E07000067,2017,1000,-1000,0,34.8
E07000067,2018,1000,-1000,0,36.4
E07000067,2019,1000,-1000,0,37.8
E07000067,2020,1000,-1000,0,39.3
E07000067,2021,1000,-1000,0,40.8
E07000067,2022,1000,-1000,0,41.7
E07000068,2004,1000,-1000,0,31.9
E07000068,2005,1000,-1000,0,31.4
E07000068,2006,1000,-1000,0,33.9
E07000068,2007,1000,-1000,0,34.4
E07000068,2008,1000,-1000,0,34.3
E07000068,2009,1000,-1000,0,34.3
E07000068,2010,1000,-1000,0,34.9
E07000068,2011,1000,-1000,0,34.8
E07000068,2012,1000,-1000,0,35
E07000068,2013,1000,-1000,0,36.5
E07000068,2014,1000,-1000,0,39.6
E07000068,2015,1000,-1000,0,43.9
E07000068,2016,1000,-1000,0,47.3
E07000068,2017,1000,-1000,0,50.8
E07000068,2018,1000,-1000,0,51.2
E07000068,2019,1000,-1000,0,50.7
E07000068,2020,1000,-1000,0,49
E07000068,2021,1000,-1000,0,49.5
E07000068,2022,1000,-1000,0,50.2
E07000069,2004,1000,-1000,0,19.1
E07000069,2005,1000,-1000,0,19
E07000069,2006,1000,-1000,0,19.2
E07000069,2007,1000,-1000,0,19.2
E07000069,2008,1000,-1000,0,19.8
E07000069,2009,1000,-1000,0,20.1
E07000069,2010,1000,-1000,0,20.2
E07000069,2011,1000,-1000,0,20.1
E07000069,2012,1000,-1000,0,20.3
E07000069,2013,1000,-1000,0,21.5
E07000069,2014,1000,-1000,0,22.5
E07000069,2015,1000,-1000,0,23.4
E07000069,2016,1000,-1000,0,23.6
E07000069,2017,1000,-1000,0,24
E07000069,2018,1000,-1000,0,24
E07000069,2019,1000,-1000,0,24.7
E07000069,2020,1000,-1000,0,25.2
E07000069,2021,1000,-1000,0,26.1
E07000069,2022,1000,-1000,0,26.5
E07000070,2004,1000,-1000,0,25
E07000070,2005,1000,-1000,0,24.8
E07000070,2006,1000,-1000,0,26.4
E07000070,2007,1000,-1000,0,27.1
E07000070,2008,1000,-1000,0,27.7
E07000070,2009,1000,-1000,0,27.8
E07000070,2010,1000,-1000,0,27.8
E07000070,2011,1000,-1000,0,28.2
E07000070,2012,1000,-1000,0,29.3
E07000070,2013,1000,-1000,0,30.6
E07000070,2014,1000,-1000,0,31.4
E07000070,2015,1000,-1000,0,31.6
E07000070,2016,1000,-1000,0,31.5
E07000070,2017,1000,-1000,0,32.1
E07000070,2018,1000,-1000,0,33
E07000070,2019,1000,-1000,0,34.4
E07000070,2020,1000,-1000,0,35.7
E07000070,2021,1000,-1000,0,36.7
E07000070,2022,1000,-1000,0,37.2
E07000071,2004,1000,-1000,0,22.1
E07000071,2005,1000,-1000,0,21.9
E07000071,2006,1000,-1000,0,23.9
E07000071,2007,1000,-1000,0,25.3
E07000071,2008,1000,-1000,0,26.1
E07000071,2009,1000,-1000,0,26.5
E07000071,2010,1000,-1000,0,26.4
E07000071,2011,1000,-1000,0,26.2
E07000071,2012,1000,-1000,0,26.1
E07000071,2013,1000,-1000,0,26.1
E07000071,2014,1000,-1000,0,26.5
E07000071,2015,1000,-1000,0,27.4
E07000071,2016,1000,-1000,0,28.9
E07000071,2017,1000,-1000,0,30.5
E07000071,2018,1000,-1000,0,32.7
E07000071,2019,1000,-1000,0,35
E07000071,2020,1000,-1000,0,37.2
E07000071,2021,1000,-1000,0,38.3
E07000071,2022,1000,-1000,0,38.6
E07000072,2004,1000,-1000,0,30.7
E07000072,2005,1000,-1000,0,30.6
E07000072,2006,1000,-1000,0,32.5
E07000072,2007,1000,-1000,0,33.8
E07000072,2008,1000,-1000,0,34.9
E07000072,2009,1000,-1000,0,35.2
E07000072,2010,1000,-1000,0,35
E07000072,2011,1000,-1000,0,33.9
E07000072,2012,1000,-1000,0,33.1
E07000072,2013,1000,-1000,0,33.8
E07000072,2014,1000,-1000,0,35.7
E07000072,2015,1000,-1000,0,38.3
E07000072,2016,1000,-1000,0,40
E07000072,2017,1000,-1000,0,41
E07000072,2018,1000,-1000,0,41.2
E07000072,2019,1000,-1000,0,41.3
E07000072,2020,1000,-1000,0,41.6
E07000072,2021,1000,-1000,0,42.3
E07000072,2022,1000,-1000,0,42.7
E07000073,2004,1000,-1000,0,32.1
E07000073,2005,1000,-1000,0,31.9
E07000073,2006,1000,-1000,0,32.5
E07000073,2007,1000,-1000,0,32.4
E07000073,2008,1000,-1000,0,32.1
E07000073,2009,1000,-1000,0,31.8
E07000073,2010,1000,-1000,0,31.1
E07000073,2011,1000,-1000,0,29.7
E07000073,2012,1000,-1000,0,28.6
E07000073,2013,1000,-1000,0,28.7
E07000073,2014,1000,-1000,0,29.5
E07000073,2015,1000,-1000,0,30.1
E07000073,2016,1000,-1000,0,30.5
E07000073,2017,1000,-1000,0,31
E07000073,2018,1000,-1000,0,31.7
E07000073,2019,1000,-1000,0,32
E07000073,2020,1000,-1000,0,32.3
E07000073,2021,1000,-1000,0,32.2
E07000073,2022,1000,-1000,0,32.2
E07000074,2004,1000,-1000,0,21.1
E07000074,2005,1000,-1000,0,21.1
E07000074,2006,1000,-1000,0,22
E07000074,2007,1000,-1000,0,22.4
E07000074,2008,1000,-1000,0,22.3
E07000074,2009,1000,-1000,0,22.7
E07000074,2010,1000,-1000,0,23
E07000074,2011,1000,-1000,0,23.8
E07000074,2012,1000,-1000,0,23.9
E07000074,2013,1000,-1000,0,24.3
E07000074,2014,1000,-1000,0,24.3
E07000074,2015,1000,-1000,0,24.7
E07000074,2016,1000,-1000,0,25.3
E07000074,2017,1000,-1000,0,26.5
E07000074,2018,1000,-1000,0,27.6
E07000074,2019,1000,-1000,0,29
E07000074,2020,1000,-1000,0,30.2
E07000074,2021,1000,-1000,0,31.2
E07000074,2022,1000,-1000,0,31.7
E07000075,2004,1000,-1000,0,20.8
E07000075,2005,1000,-1000,0,20.9
E07000075,2006,1000,-1000,0,21.6
E07000075,2007,1000,-1000,0,22.3
E07000075,2008,1000,-1000,0,22.5
E07000075,2009,1000,-1000,0,22.2
E07000075,2010,1000,-1000,0,21.6
E07000075,2011,1000,-1000,0,21.2
E07000075,2012,1000,-1000,0,21.6
E07000075,2013,1000,-1000,0,22.4
E07000075,2014,1000,-1000,0,24.2
E07000075,2015,1000,-1000,0,25.6
E07000075,2016,1000,-1000,0,27.4
E07000075,2017,1000,-1000,0,28.4
E07000075,2018,1000,-1000,0,29.3
E07000075,2019,1000,-1000,0,30.1
E07000075,2020,1000,-1000,0,32.4
E07000075,2021,1000,-1000,0,34.8
E07000075,2022,1000,-1000,0,36.7
E07000076,2004,1000,-1000,0,20.6
E07000076,2005,1000,-1000,0,20.3
E07000076,2006,1000,-1000,0,21
E07000076,2007,1000,-1000,0,21.3
E07000076,2008,1000,-1000,0,21.7
E07000076,2009,1000,-1000,0,22.3
E07000076,2010,1000,-1000,0,22.5
E07000076,2011,1000,-1000,0,22.3
E07000076,2012,1000,-1000,0,21.9
E07000076,2013,1000,-1000,0,21.8
E07000076,2014,1000,-1000,0,22.3
E07000076,2015,1000,-1000,0,23.7
E07000076,2016,1000,-1000,0,24.8
E07000076,2017,1000,-1000,0,25.8
E07000076,2018,1000,-1000,0,26.4
E07000076,2019,1000,-1000,0,27.5
E07000076,2020,1000,-1000,0,28.3
E07000076,2021,1000,-1000,0,28.7
E07000076,2022,1000,-1000,0,28.5
E07000077,2004,1000,-1000,0,23.8
E07000077,2005,1000,-1000,0,23.7
E07000077,2006,1000,-1000,0,24.8
E07000077,2007,1000,-1000,0,25.8
E07000077,2008,1000,-1000,0,26.7
E07000077,2009,1000,-1000,0,27.7
E07000077,2010,1000,-1000,0,28.2
E07000077,2011,1000,-1000,0,28.2
E07000077,2012,1000,-1000,0,28.5
E07000077,2013,1000,-1000,0,29.6
E07000077,2014,1000,-1000,0,30.6
E07000077,2015,1000,-1000,0,30.7
E07000077,2016,1000,-1000,0,30.1
E07000077,2017,1000,-1000,0,29.4
E07000077,2018,1000,-1000,0,28.9
E07000077,2019,1000,-1000,0,28.9
E07000077,2020,1000,-1000,0,29.4
E07000077,2021,1000,-1000,0,30.2
E07000077,2022,1000,-1000,0,30.7
E07000078,2004,1000,-1000,0,22.9
E07000078,2005,1000,-1000,0,22.5
E07000078,2006,1000,-1000,0,25.2
E07000078,2007,1000,-1000,0,26.7
E07000078,2008,1000,-1000,0,27.5
E07000078,2009,1000,-1000,0,27.8
E07000078,2010,1000,-1000,0,27.2
E07000078,2011,1000,-1000,0,26.2
E07000078,2012,1000,-1000,0,25.4
E07000078,2013,1000,-1000,0,25.2
E07000078,2014,1000,-1000,0,26
E07000078,2015,1000,-1000,0,27.2
E07000078,2016,1000,-1000,0,28.8
E07000078,2017,1000,-1000,0,30.1
E07000078,2018,1000,-1000,0,31.2
E07000078,2019,1000,-1000,0,32.6
E07000078,2020,1000,-1000,0,34.1
E07000078,2021,1000,-1000,0,35.5
E07000078,2022,1000,-1000,0,36.2
E07000079,2004,1000,-1000,0,36.2
E07000079,2005,1000,-1000,0,35.7
E07000079,2006,1000,-1000,0,38.8
E07000079,2007,1000,-1000,0,40.5
E07000079,2008,1000,-1000,0,41.6
E07000079,2009,1000,-1000,0,42.8
E07000079,2010,1000,-1000,0,42.7
E07000079,2011,1000,-1000,0,41.4
E07000079,2012,1000,-1000,0,39.7
E07000079,2013,1000,-1000,0,38.6
E07000079,2014,1000,-1000,0,38.2
E07000079,2015,1000,-1000,0,38.5
E07000079,2016,1000,-1000,0,39.8
E07000079,2017,1000,-1000,0,42
E07000079,2018,1000,-1000,0,44.1
E07000079,2019,1000,-1000,0,46.2
E07000079,2020,1000,-1000,0,47.8
E07000079,2021,1000,-1000,0,49.4
E07000079,2022,1000,-1000,0,50.1
E07000080,2004,1000,-1000,0,28.6
E07000080,2005,1000,-1000,0,28.5
E07000080,2006,1000,-1000,0,29.4
E07000080,2007,1000,-1000,0,30
E07000080,2008,1000,-1000,0,30.6
E07000080,2009,1000,-1000,0,30.9
E07000080,2010,1000,-1000,0,31.5
E07000080,2011,1000,-1000,0,31.7
E07000080,2012,1000,-1000,0,32.7
E07000080,2013,1000,-1000,0,33.2
E07000080,2014,1000,-1000,0,33.4
E07000080,2015,1000,-1000,0,33.4
E07000080,2016,1000,-1000,0,33.5
E07000080,2017,1000,-1000,0,35.2
E07000080,2018,1000,-1000,0,38.2
E07000080,2019,1000,-1000,0,43.4
E07000080,2020,1000,-1000,0,47.6
E07000080,2021,1000,-1000,0,50.1
E07000080,2022,1000,-1000,0,50.3
E07000081,2004,1000,-1000,0,21.4
E07000081,2005,1000,-1000,0,21.2
E07000081,2006,1000,-1000,0,22.9
E07000081,2007,1000,-1000,0,23.8
E07000081,2008,1000,-1000,0,24.5
E07000081,2009,1000,-1000,0,25.1
E07000081,2010,1000,-1000,0,26
E07000081,2011,1000,-1000,0,27.1
E07000081,2012,1000,-1000,0,28
E07000081,2013,1000,-1000,0,28.7
E07000081,2014,1000,-1000,0,29.3
E07000081,2015,1000,-1000,0,29.9
E07000081,2016,1000,-1000,0,30.2
E07000081,2017,1000,-1000,0,30
E07000081,2018,1000,-1000,0,29.4
E07000081,2019,1000,-1000,0,29.3
E07000081,2020,1000,-1000,0,29.8
E07000081,2021,1000,-1000,0,30.5
E07000081,2022,1000,-1000,0,30.9
E07000082,2004,1000,-1000,0,22.6
E07000082,2005,1000,-1000,0,22.5
E07000082,2006,1000,-1000,0,22.2
E07000082,2007,1000,-1000,0,21.7
E07000082,2008,1000,-1000,0,21.3
E07000082,2009,1000,-1000,0,21.5
E07000082,2010,1000,-1000,0,22.3
E07000082,2011,1000,-1000,0,23
E07000082,2012,1000,-1000,0,23.5
E07000082,2013,1000,-1000,0,23.7
E07000082,2014,1000,-1000,0,24.1
E07000082,2015,1000,-1000,0,24.9
E07000082,2016,1000,-1000,0,26.3
E07000082,2017,1000,-1000,0,27.9
E07000082,2018,1000,-1000,0,29.1
E07000082,2019,1000,-1000,0,30.2
E07000082,2020,1000,-1000,0,31.7
E07000082,2021,1000,-1000,0,33.3
E07000082,2022,1000,-1000,0,34.4
E07000083,2004,1000,-1000,0,29.6
E07000083,2005,1000,-1000,0,29.3
E07000083,2006,1000,-1000,0,31.9
E07000083,2007,1000,-1000,0,32.6
E07000083,2008,1000,-1000,0,32.7
E07000083,2009,1000,-1000,0,32.3
E07000083,2010,1000,-1000,0,32.4
E07000083,2011,1000,-1000,0,33.1
E07000083,2012,1000,-1000,0,33.7
E07000083,2013,1000,-1000,0,34.3
E07000083,2014,1000,-1000,0,34.2
E07000083,2015,1000,-1000,0,34.5
E07000083,2016,1000,-1000,0,34.4
E07000083,2017,1000,-1000,0,35
E07000083,2018,1000,-1000,0,35.3
E07000083,2019,1000,-1000,0,36.7
E07000083,2020,1000,-1000,0,38.5
E07000083,2021,1000,-1000,0,40.5
E07000083,2022,1000,-1000,0,41.5
E07000084,2004,1000,-1000,0,37.1
E07000084,2005,1000,-1000,0,36.8
E07000084,2006,1000,-1000,0,38.4
E07000084,2007,1000,-1000,0,39.9
E07000084,2008,1000,-1000,0,41.7
E07000084,2009,1000,-1000,0,43.2
E07000084,2010,1000,-1000,0,43.5
E07000084,2011,1000,-1000,0,43.2
E07000084,2012,1000,-1000,0,43.3
E07000084,2013,1000,-1000,0,44.1
E07000084,2014,1000,-1000,0,44.9
E07000084,2015,1000,-1000,0,44.9
E07000084,2016,1000,-1000,0,44.8
E07000084,2017,1000,-1000,0,45.4
E07000084,2018,1000,-1000,0,47.5
E07000084,2019,1000,-1000,0,49.5
E07000084,2020,1000,-1000,0,51.6
E07000084,2021,1000,-1000,0,52.5
E07000084,2022,1000,-1000,0,53.3
E07000085,2004,1000,-1000,0,23.8
E07000085,2005,1000,-1000,0,23.9
E07000085,2006,1000,-1000,0,24.1
E07000085,2007,1000,-1000,0,24.6
E07000085,2008,1000,-1000,0,25.1
E07000085,2009,1000,-1000,0,25.5
E07000085,2010,1000,-1000,0,25.9
E07000085,2011,1000,-1000,0,26.7
E07000085,2012,1000,-1000,0,27.7
E07000085,2013,1000,-1000,0,28.5
E07000085,2014,1000,-1000,0,28.7
E07000085,2015,1000,-1000,0,29.1
E07000085,2016,1000,-1000,0,29.8
E07000085,2017,1000,-1000,0,30.9
E07000085,2018,1000,-1000,0,32.2
E07000085,2019,1000,-1000,0,34.1
E07000085,2020,1000,-1000,0,36.5
E07000085,2021,1000,-1000,0,38.4
E07000085,2022,1000,-1000,0,39.5
E07000086,2004,1000,-1000,0,28
E07000086,2005,1000,-1000,0,27.9
E07000086,2006,1000,-1000,0,28.6
E07000086,2007,1000,-1000,0,28.9
E07000086,2008,1000,-1000,0,29.5
E07000086,2009,1000,-1000,0,29.9
E07000086,2010,1000,-1000,0,30.5
E07000086,2011,1000,-1000,0,30.8
E07000086,2012,1000,-1000,0,31.5
E07000086,2013,1000,-1000,0,32.5
E07000086,2014,1000,-1000,0,33.5
E07000086,2015,1000,-1000,0,34.6
E07000086,2016,1000,-1000,0,35.8
E07000086,2017,1000,-1000,0,37.5
E07000086,2018,1000,-1000,0,38.9
E07000086,2019,1000,-1000,0,40.4
E07000086,2020,1000,-1000,0,41.7
E07000086,2021,1000,-1000,0,42.7
E07000086,2022,1000,-1000,0,43.2
E07000087,2004,1000,-1000,0,24.3
E07000087,2005,1000,-1000,0,24.2
E07000087,2006,1000,-1000,0,24.8
E07000087,2007,1000,-1000,0,25.1
E07000087,2008,1000,-1000,0,25.4
E07000087,2009,1000,-1000,0,26.2
E07000087,2010,1000,-1000,0,27
E07000087,2011,1000,-1000,0,28.1
E07000087,2012,1000,-1000,0,29
E07000087,2013,1000,-1000,0,30.1
E07000087,2014,1000,-1000,0,30.6
E07000087,2015,1000,-1000,0,31.5
E07000087,2016,1000,-1000,0,32.9
E07000087,2017,1000,-1000,0,35.2
E07000087,2018,1000,-1000,0,36.9
E07000087,2019,1000,-1000,0,38.2
E07000087,2020,1000,-1000,0,39.5
E07000087,2021,1000,-1000,0,41
E07000087,2022,1000,-1000,0,42.3
E07000088,2004,1000,-1000,0,23
E07000088,2005,1000,-1000,0,23
E07000088,2006,1000,-1000,0,23.4
E07000088,2007,1000,-1000,0,23.8
E07000088,2008,1000,-1000,0,24.6
E07000088,2009,1000,-1000,0,25.3
E07000088,2010,1000,-1000,0,25.7
